Varient_Name,Average_stars,Review_title,User_rating,Review_description
Bajaj Platina 110,4,bajaj platina bike experience,5,"I had purchased my bajaj platina in 2006 and had done the periodical service without fail from bajaj authorized service center till 2010. By the beginning of 2011 my bike engine started to create unwanted sounds and it become so unbearable that I needed to take to the service center. After the service I had driven it for two days and the sound produced by the bike is like some hammering sound on a metal sheet. I took it back to the service person and they charged me Rs 11, 000.00 for the engine work. I asked them why such an issue had happened as I am spending exorbitant money for the last four years to service my bike at the authorized center(almost Rs 12, 000 in total for a distance of 30, 000 kilometer). They just told me that the reason is some manufacturing defects. My question is that if there is some manufacturing defects then why cant they rectify it themselves. Why shoul they pass on the burden to the customers. However now the bile is in running condition, but not as smooth as earlier. Giving a mileage of 60 km. In the last 6 year I almost spent the cost of the bike itself to maintain the bike in a good condition within a total travel done below 40, 000 K.M. just pausing it as now for buying a new bike minimum I have to pay 70K+."
Bajaj Platina 110,4,The super saver bike,1,Bajaj platina is one of the best bike of the bajaj company. Some special features make it a good bike. 1st of all it comes in less price which is affordable. It consumes less oil & save the money. Model's look is also good . basically it is one of the best bike for the middle class family and for those who travel more. This bike have enough long seat. 
Bajaj Platina 110,4,Good for mielage lover..,4,"The style is not good for them who need good mileage  and easy to ride they can select this bike. this bike gives approx 90 kmpl mileage because it is 100 cc engine and the developers of bajaj company invented this bike for mileage lovers.And this bike seat is too long the people who ride triple riding or the family can sit with very comfort. and this bike cost is very cheap its starting price is 40000 and It’s a comfortable motorcycle.This bike is useless for the people who go long drives because its engine is just 100 cc capacity and suspenssion is not so good. The fuel tank has a capacity of 11.5 litres. its engine is DTS  and powerful self start,I'm using this bike since 2009 and yet to point out a heavy flaws about this bike. Only the looks is a bit pathetic and very less weight bike Are the disadvantage.I suggests all mileage lover to buy this bike and its is the one and only bike who gives you a better performance and good for your money"
Bajaj Platina 110,4,good for daily user,4,I had brought my platina in 2011 because i need bike for my daily use for my mobile business i think it has many qualities but one of the major advantage is that it has very good milage which is its best point it also comfortable for all kind of persons but major disadvatage is that it is very light weight and sometime it slip on the road but overaall it is good bike i like it
Bajaj Platina 110,4,One of the best mileage bike with reasonable Price,5,"Style Easy to ride, nice features and looks different in the crowd (of 100CC Bikes)."
Bajaj Platina 110,4,Good Bike . I like it,5,Today I m write about my bajaj platina . this mi my first bike and I love it . thanx to bikedekho.com bcoz i chose my first bike from here . it is a good family bike . with longer sit .i love it so much . i m use this bike last 1 year. and i m so excited everyday when i sit my bajaj platina.
Bajaj Platina 110,4,badati petrol ki keemat ka muh tod jawab,4,"Style Easy to ride, nice features and looks different in the crowd (of 100CC Bikes)."
Bajaj Platina 110,4,good bike . I love it so much .,1,I love my bajaj platina .its a good family bike .i love my bike so much .
Bajaj Platina 110,4,Two thumps up for Bajaj Platina.,5,"I was using honda Active prior to Platina,with a mileage of 35-38 per litre.Now im own platina  giving an unbelievable mileage of 87 per litre.which means im saving around 1800 Rs only from my petrol expenses.the riding comfort is okay,looks are not at all bad,excellent fuel economy ,lot of space for family as seating stays lengthy."
Bajaj Platina 110,4,Nice bike at cheap cost,4,Hello everyone…..My name is Shailesh gupta from Gujarat. I have been riding Bajaj platina from last 4 Years and I am here to share to my experiences about platina so that it might be helpful for anyone. 
Bajaj Platina 110,4,Bajaj Platina ,4,Hi friends…..I have been riding Bajaj Platina for last 2 years and i am satisfied with its performance
Bajaj Platina 110,4,Bajaj Platina,3,Hello friends!! 
Bajaj Platina 110,4,Bajaj Platina,3,"Hi… I am putting this review to share my experiences with Bajaj Platina. I  had purchased my bajaj platina in 2006 and had done the periodical service without fail from bajaj authorized service center till 2010. By the beginning of next year my bike engine started to create unwanted and undesirable noise. After that I took my bike to service centre but they did not resolve the trouble.  After the service I had driven it for two days and the sound produced by the bike is like some hammering sound on a metal sheet. So at last I take my bike to the local service centre, they charged me Rs 8000 for engine work. The local service center personnel disassemble the whole engine and rectify the problem. After the engine problem solved, the chain set started unwanted noise. Within the four years of using, it had many problem and several parts are tends to be changed. But the mileage of Bajaj platina is near 80 kmpl. All the other parts including suspension, handling and gripping are very nice. But the disadvantages are poor services from Bajaj and poor quality material.  "
Bajaj Platina 110,4,Awesome Bike,4,"Before two years i bought platina because i need a bike which gives 60 plus average. Today i'm very happy thay i choose platina. This bike is super cool. It has no need for frequent service. It never gave any problem in starting. It is Less in weight, so it is easy to handle on city roads. Engine does not give any problem even after very long drive. I drive 30-35 km daily. It runs smoothly. it is more comfortable than other bike of this segment. It has longer seat than other bikes. Bike price is also lower than other main bikes. As this bike has many features but this bike is not for the younger generation who prefer power over mileage.  It becomes almost impossible to control if u reach over 85 kmph and the max speed is only 98 kmph and it won't go above it. If anyone wanna use this bike for stunting just forget it. This bike is mainly for average not for show off. As this bike is light weight so it is difficult to ride on high areas. "
